´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
000825.SZ,Ì«¸Ö²»Ðâ,2011-07-08,4.0278,4.0355,4.0586,3.9892,4.0586,18181909,94709567.3,0.0309,0.7663,5.209,0.6008,15918439854.64,N/A,29962263406.96,3026319364,0,5696247796,21.7134,1.344,0.3436,24.2399,
000825.SZ,Ì«¸Ö²»Ðâ,2011-07-11,4.0586,4.0278,4.0355,4.0046,4.0278,13312840,69416825,-0.0309,-0.7605,5.2143,0.4399,15797387080.08,N/A,29734413495.12,3026319364,0,5696247796,21.5482,1.3338,0.341,24.0556,
000825.SZ,Ì«¸Ö²»Ðâ,2011-07-12,4.0278,4.0123,4.0432,3.9892,4.0278,21427910,111506271.4,0,0,5.2038,0.7081,15797387080.08,N/A,29734413495.12,3026319364,0,5696247796,21.5482,1.3338,0.341,24.0556,
000825.SZ,Ì«¸Ö²»Ðâ,2011-07-13,4.0278,4.02,4.0741,4.0046,4.0663,23236652,121764212.2,0.0386,0.9579,5.2402,0.7678,15948703048.28,N/A,30019225884.92,3026319364,0,5696247796,21.7547,1.3466,0.3443,24.286,
000825.SZ,Ì«¸Ö²»Ðâ,2011-07-14,4.0663,4.0663,4.0972,4.0432,4.0741,22652789,119364664.7,0.0077,0.1898,5.2693,0.7485,15978966241.92,N/A,30076188362.88,3026319364,0,5696247796,21.7959,1.3491,0.3449,24.3321,
000825.SZ,Ì«¸Ö²»Ðâ,2011-07-15,4.0741,4.0741,4.1589,4.0355,4.1281,39427041,209437850.2,0.054,1.3258,5.312,1.3028,16190808597.4,N/A,30474925708.6,3026319364,0,5696247796,22.0849,1.367,0.3495,24.6547,
000825.SZ,Ì«¸Ö²»Ðâ,2011-07-18,4.1281,4.1126,4.1281,4.0586,4.0663,27267777,144470867.8,-0.0617,-1.4953,5.2982,0.901,15948703048.28,N/A,30019225884.92,3026319364,0,5696247796,21.7547,1.3466,0.3443,24.286,
000825.SZ,Ì«¸Ö²»Ðâ,2011-07-19,4.0663,4.0432,4.0586,3.9969,4.0123,16550344,86253319,-0.054,-1.3283,5.2116,0.5469,15736860692.8,N/A,29620488539.2,3026319364,0,5696247796,21.4657,1.3287,0.3397,23.9634,
000825.SZ,Ì«¸Ö²»Ðâ,2011-07-20,4.0123,4.0509,4.0509,3.9815,4.02,14063077,73144122.4,0.0077,0.1923,5.2011,0.4647,15767123886.44,N/A,29677451017.16,3026319364,0,5696247796,21.507,1.3312,0.3403,24.0095,
000825.SZ,Ì«¸Ö²»Ðâ,2011-07-21,4.02,4.02,4.0355,3.9583,3.966,14264072,73687850.4,-0.054,-1.3436,5.166,0.4713,15555281530.96,N/A,29278713671.44,3026319364,0,5696247796,21.218,1.3133,0.3358,23.6869,
000825.SZ,Ì«¸Ö²»Ðâ,2011-07-22,3.966,3.9738,3.9892,3.9583,3.9815,11151600,57451527.1,0.0154,0.3891,5.1519,0.3685,15615807918.24,N/A,29392638627.36,3026319364,0,5696247796,21.3006,1.3185,0.3371,23.7791,
000825.SZ,Ì«¸Ö²»Ðâ,2011-07-25,3.9815,3.9583,3.966,3.8426,3.8657,21630227,109120803.9,-0.1157,-2.907,5.0448,0.7147,15161860013.64,N/A,28538201457.96,3026319364,0,5696247796,20.6814,1.2801,0.3273,23.0878,
000825.SZ,Ì«¸Ö²»Ðâ,2011-07-26,3.8657,3.8657,3.8812,3.8271,3.8657,9843094,49243026.5,0,0,5.0028,0.3252,15161860013.64,N/A,28538201457.96,3026319364,0,5696247796,20.6814,1.2801,0.3273,23.0878,
000825.SZ,Ì«¸Ö²»Ðâ,2011-07-27,3.8657,3.858,3.8889,3.8349,3.8812,12847493,64298864.1,0.0154,0.3992,5.0048,0.4245,15222386400.92,N/A,28652126413.88,3026319364,0,5696247796,20.7639,1.2852,0.3286,23.18,
000825.SZ,Ì«¸Ö²»Ðâ,2011-07-28,3.8812,3.858,3.9352,3.8426,3.9275,14668918,74043142.5,0.0463,1.1928,5.0476,0.2575,28991975062.76,N/A,28993901281.64,5695869364,0,5696247796,21.0116,1.3006,0.3325,23.4565,
000825.SZ,Ì«¸Ö²»Ðâ,2011-07-29,3.9275,3.9197,3.9197,3.858,3.8966,9652882,48646741.9,-0.0309,-0.7859,5.0396,0.1695,28764140288.2,N/A,28766051369.8,5695869364,0,5696247796,20.8465,1.2903,0.3299,23.2722,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-01,3.8966,3.8889,3.9043,3.858,3.8812,9072519,45606617.8,-0.0154,-0.396,5.0269,0.1593,28650222900.92,N/A,28652126413.88,5695869364,0,5696247796,20.7639,1.2852,0.3286,23.18,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-02,3.8812,3.858,3.858,3.804,3.8349,12749665,63196408.7,-0.0463,-1.1928,4.9567,0.2238,28308470739.08,N/A,28310351546.12,5695869364,0,5696247796,20.5162,1.2699,0.3247,22.9035,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-03,3.8349,3.804,3.912,3.804,3.8503,14373257,72130254,0.0154,0.4024,5.0184,0.2523,28422388126.36,N/A,28424276502.04,5695869364,0,5696247796,20.5988,1.275,0.326,22.9957,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-04,3.8503,3.8503,3.8889,3.8426,3.858,8866515,44346674.1,0.0077,0.2004,5.0016,0.1557,28479346820,N/A,28481238980,5695869364,0,5696247796,20.6401,1.2776,0.3266,23.0417,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-05,3.858,3.7886,3.7886,3.7423,3.75,18114091,88412463,-0.108,-2.8,4.8809,0.318,27681925109.04,N/A,27683764288.56,5695869364,0,5696247796,20.0622,1.2418,0.3175,22.3966,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-08,3.75,3.7268,3.75,3.4028,3.4954,22908838,106499600.2,-0.2546,-6.7901,4.6488,0.4022,25802288218.92,N/A,25804002515.88,5695869364,0,5696247796,18.6999,1.1575,0.2959,20.8758,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-09,3.4954,3.3796,3.4954,3.3565,3.4722,21190768,94164187.7,-0.0231,-0.6623,4.4436,0.372,25631412138,N/A,25633115082,5695869364,0,5696247796,18.5761,1.1498,0.294,20.7376,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-10,3.4722,3.5339,3.5802,3.5108,3.5185,15473544,70930862.5,0.0463,1.3333,4.584,0.2717,25973164299.84,N/A,25974889949.76,5695869364,0,5696247796,18.8238,1.1651,0.2979,21.0141,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-11,3.5185,3.4568,3.5802,3.4259,3.5417,15266412,69378743.9,0.0231,0.6579,4.5445,0.268,26144040380.76,N/A,26145777383.64,5695869364,0,5696247796,18.9476,1.1728,0.2998,21.1523,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-12,3.5417,3.588,3.642,3.5802,3.588,17809693,83278838.6,0.0463,1.3072,4.676,0.3127,26485792542.6,N/A,26487552251.4,5695869364,0,5696247796,19.1953,1.1881,0.3038,21.4288,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-15,3.588,3.6342,3.7191,3.6034,3.6805,18971498,89939701.2,0.0926,2.5806,4.7408,0.3331,27169296866.28,N/A,27171101986.92,5695869364,0,5696247796,19.6906,1.2188,0.3116,21.9818,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-16,3.6805,3.6651,3.7114,3.6342,3.6574,13307951,63297236.7,-0.0231,-0.6289,4.7563,0.2336,26998420785.36,N/A,27000214553.04,5695869364,0,5696247796,19.5668,1.2111,0.3096,21.8436,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-17,3.6574,3.6574,3.6651,3.5957,3.6034,8508660,40051687.8,-0.054,-1.4768,4.7072,0.1494,26599709929.88,N/A,26601477207.32,5695869364,0,5696247796,19.2778,1.1933,0.3051,21.521,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-18,3.6034,3.6188,3.6342,3.5417,3.5417,10313619,47885098.4,-0.0617,-1.7131,4.6429,0.1811,26144040380.76,N/A,26145777383.64,5695869364,0,5696247796,18.9476,1.1728,0.2998,21.1523,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-19,3.5417,3.4954,3.5417,3.4568,3.4954,12610003,57116296,-0.0463,-1.3072,4.5294,0.2214,25802288218.92,N/A,25804002515.88,5695869364,0,5696247796,18.6999,1.1575,0.2959,20.8758,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-22,3.4954,3.4954,3.5262,3.4491,3.4645,8612858,38887152.2,-0.0309,-0.883,4.515,0.1512,25574453444.36,N/A,25576152604.04,5695869364,0,5696247796,18.5348,1.1473,0.2933,20.6915,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-23,3.4645,3.4799,3.5339,3.4645,3.5339,6936301,31568688.2,0.0694,2.0045,4.5512,0.1218,26087081687.12,N/A,26088814905.68,5695869364,0,5696247796,18.9063,1.1703,0.2992,21.1062,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-24,3.5339,3.5571,3.5802,3.5185,3.5339,7096764,32629759.3,0,0,4.5978,0.1246,26087081687.12,N/A,26088814905.68,5695869364,0,5696247796,18.9063,1.1703,0.2992,21.1062,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-25,3.5339,3.5494,3.6883,3.5339,3.6651,18839249,88246624.6,0.1312,3.7118,4.6842,0.3308,27055379479,N/A,27057177031,5695869364,0,5696247796,19.6081,1.2137,0.3103,21.8896,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-26,3.6651,3.642,3.6728,3.6188,3.642,12107999,57173080.6,-0.0231,-0.6316,4.7219,0.2126,26884503398.08,N/A,26886289597.12,5695869364,0,5696247796,19.1972,1.216,0.3083,21.7514,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-29,3.642,3.6111,3.6111,3.5725,3.5802,8074248,37555898.8,-0.0617,-1.6949,4.6513,0.1418,26428833848.96,N/A,26430589773.44,5695869364,0,5696247796,18.8718,1.1953,0.3031,21.3827,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-30,3.5802,3.6188,3.6574,3.5571,3.5648,8887708,41583197.6,-0.0154,-0.431,4.6787,0.156,26314916461.68,N/A,26316664817.52,5695869364,0,5696247796,18.7905,1.1902,0.3018,21.2906,
000825.SZ,Ì«¸Ö²»Ðâ,2011-08-31,3.5648,3.5725,3.588,3.5339,3.5648,6412416,29606712.9,0,0,4.6171,0.1126,26314916461.68,N/A,26316664817.52,5695869364,0,5696247796,18.7905,1.1902,0.3018,21.2906,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-01,3.5648,3.5725,3.6034,3.5339,3.5339,6821747,31483320.5,-0.0309,-0.8658,4.6151,0.1198,26087081687.12,N/A,26088814905.68,5695869364,0,5696247796,18.6278,1.1799,0.2992,21.1062,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-02,3.5339,3.5339,3.5571,3.4954,3.5108,5620140,25629157.1,-0.0231,-0.655,4.5602,0.0987,25916205606.2,N/A,25917927471.8,5695869364,0,5696247796,18.5057,1.1722,0.2972,20.968,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-05,3.5108,3.4954,3.5108,3.4259,3.4413,8384026,37507053.5,-0.0694,-1.978,4.4736,0.1472,25403577363.44,N/A,25405265170.16,5695869364,0,5696247796,18.1397,1.149,0.2914,20.5532,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-06,3.4413,3.4259,3.4645,3.4182,3.4491,6017505,26861257.5,0.0077,0.2242,4.4639,0.1056,25460536057.08,N/A,25462227648.12,5695869364,0,5696247796,18.1804,1.1516,0.292,20.5993,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-07,3.4491,3.4722,3.5262,3.4645,3.5185,7918189,35895200.7,0.0694,2.0134,4.5333,0.139,25973164299.84,N/A,25974889949.76,5695869364,0,5696247796,18.5464,1.1747,0.2979,21.0141,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-08,3.5185,3.5339,3.5417,3.4876,3.5031,6174432,28159480.7,-0.0154,-0.4386,4.5607,0.1084,25859246912.56,N/A,25860964993.84,5695869364,0,5696247796,18.4651,1.1696,0.2966,20.9219,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-09,3.5031,3.5339,3.5494,3.4876,3.5031,6220683,28361672.2,0,0,4.5593,0.1092,25859246912.56,N/A,25860964993.84,5695869364,0,5696247796,18.4651,1.1696,0.2966,20.9219,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-13,3.5031,3.4722,3.4799,3.4182,3.4722,6560609,29285817.4,-0.0309,-0.8811,4.4639,0.1152,25631412138,N/A,25633115082,5695869364,0,5696247796,18.3024,1.1593,0.294,20.7376,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-14,3.4722,3.4722,3.4954,3.4182,3.4954,6710648,30114236.4,0.0231,0.6667,4.4875,0.1178,25802288218.92,N/A,25804002515.88,5695869364,0,5696247796,18.4244,1.167,0.2959,20.8758,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-15,3.4954,3.4954,3.5108,3.4568,3.4722,6269856,28383112.2,-0.0231,-0.6623,4.5269,0.1101,25631412138,N/A,25633115082,5695869364,0,5696247796,18.3024,1.1593,0.294,20.7376,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-16,3.4722,3.4954,3.5108,3.4645,3.4645,4669156,21084527.9,-0.0077,-0.2222,4.5157,0.082,25574453444.36,N/A,25576152604.04,5695869364,0,5696247796,18.2617,1.1567,0.2933,20.6915,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-19,3.4645,3.4336,3.4568,3.4105,3.4259,6523011,28975675.9,-0.0386,-1.1136,4.4421,0.1145,25289659976.16,N/A,25291340214.24,5695869364,0,5696247796,18.0584,1.1438,0.29,20.4611,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-20,3.4259,3.4182,3.4413,3.3951,3.4259,5709482,25276398.3,0,0,4.4271,0.1002,25289659976.16,N/A,25291340214.24,5695869364,0,5696247796,18.0584,1.1438,0.29,20.4611,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-21,3.4259,3.4259,3.5262,3.4105,3.5108,9886708,44667562.3,0.0849,2.4775,4.5179,0.1736,25916205606.2,N/A,25917927471.8,5695869364,0,5696247796,18.5057,1.1722,0.2972,20.968,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-22,3.5108,3.4722,3.4954,3.4182,3.4259,6979292,31318555.6,-0.0849,-2.4176,4.4874,0.1225,25289659976.16,N/A,25291340214.24,5695869364,0,5696247796,18.0584,1.1438,0.29,20.4611,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-23,3.4259,3.3796,3.4568,3.3642,3.4336,7894201,34787909.2,0.0077,0.2252,4.4068,0.1386,25346618669.8,N/A,25348302692.2,5695869364,0,5696247796,18.099,1.1464,0.2907,20.5071,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-26,3.4336,3.4182,3.4568,3.3796,3.3873,6092452,26878937,-0.0463,-1.3483,4.4118,0.107,25004866507.96,N/A,25006527824.44,5695869364,0,5696247796,17.855,1.1309,0.2868,20.2306,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-27,3.3873,3.4182,3.4413,3.4028,3.4182,5771253,25587537.8,0.0309,0.9112,4.4336,0.1013,25232701282.52,N/A,25234377736.28,5695869364,0,5696247796,18.0177,1.1412,0.2894,20.415,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-28,3.4182,3.4336,3.4491,3.3796,3.3873,5350387,23658697.4,-0.0309,-0.9029,4.4219,0.0939,25004866507.96,N/A,25006527824.44,5695869364,0,5696247796,17.855,1.1309,0.2868,20.2306,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-29,3.3873,3.3796,3.4028,3.3642,3.3796,9205969,40396932.2,-0.0077,-0.2278,4.3881,0.1616,24947907814.32,N/A,24949565346.48,5695869364,0,5696247796,17.8143,1.1284,0.2861,20.1846,
000825.SZ,Ì«¸Ö²»Ðâ,2011-09-30,3.3796,3.3951,3.3951,3.341,3.3873,7571488,33035417.2,0.0077,0.2283,4.3631,0.1329,25004866507.96,N/A,25006527824.44,5695869364,0,5696247796,17.855,1.1309,0.2868,20.2306,
000825.SZ,Ì«¸Ö²»Ðâ,2011-10-10,3.3873,3.3951,3.4182,3.3796,3.3873,6129150,26986821.2,0,0,4.403,0.1076,25004866507.96,N/A,25006527824.44,5695869364,0,5696247796,17.855,1.1309,0.2868,20.2306,
000825.SZ,Ì«¸Ö²»Ðâ,2011-10-11,3.3873,3.4336,3.4876,3.3719,3.4182,14138839,63135722,0.0309,0.9112,4.4654,0.2482,25232701282.52,N/A,25234377736.28,5695869364,0,5696247796,18.0177,1.1412,0.2894,20.415,
000825.SZ,Ì«¸Ö²»Ðâ,2011-10-12,3.4182,3.4182,3.5031,3.3873,3.5031,16003981,71948060.2,0.0849,2.4831,4.4956,0.281,25859246912.56,N/A,25860964993.84,5695869364,0,5696247796,18.4651,1.1696,0.2966,20.9219,
000825.SZ,Ì«¸Ö²»Ðâ,2011-10-13,3.5031,3.4799,3.6034,3.4722,3.5648,18728654,85974986,0.0617,1.7621,4.5906,0.3288,26314916461.68,N/A,26316664817.52,5695869364,0,5696247796,18.7905,1.1902,0.3018,21.2906,
000825.SZ,Ì«¸Ö²»Ðâ,2011-10-14,3.5648,3.5339,3.5494,3.4876,3.5108,8355356,38082056.2,-0.054,-1.5152,4.5578,0.1467,25916205606.2,N/A,25917927471.8,5695869364,0,5696247796,18.5057,1.1722,0.2972,20.968,
000825.SZ,Ì«¸Ö²»Ðâ,2011-10-17,3.5108,3.5262,3.5494,3.4722,3.5031,7659215,34787115.4,-0.0077,-0.2198,4.5419,0.1345,25859246912.56,N/A,25860964993.84,5695869364,0,5696247796,18.4651,1.1696,0.2966,20.9219,
000825.SZ,Ì«¸Ö²»Ðâ,2011-10-18,3.5031,3.4954,3.5031,3.4259,3.4259,8828489,39572594.9,-0.0772,-2.2026,4.4824,0.155,25289659976.16,N/A,25291340214.24,5695869364,0,5696247796,18.0584,1.1438,0.29,20.4611,
000825.SZ,Ì«¸Ö²»Ðâ,2011-10-19,3.4259,3.4259,3.4645,3.4259,3.4336,5999035,26784483.6,0.0077,0.2252,4.4648,0.1053,25346618669.8,N/A,25348302692.2,5695869364,0,5696247796,18.099,1.1464,0.2907,20.5071,
000825.SZ,Ì«¸Ö²»Ðâ,2011-10-20,3.4336,3.4105,3.4491,3.3333,3.3719,8233901,36124174,-0.0617,-1.7978,4.3872,0.1446,24890949120.68,N/A,24892602868.52,5695869364,0,5696247796,17.7737,1.1258,0.2855,20.1385,
000825.SZ,Ì«¸Ö²»Ðâ,2011-10-21,3.3719,3.3719,3.3951,3.3565,3.3796,4921968,21554329.7,0.0077,0.2288,4.3792,0.0864,24947907814.32,N/A,24949565346.48,5695869364,0,5696247796,17.8143,1.1284,0.2861,20.1846,
000825.SZ,Ì«¸Ö²»Ðâ,2011-10-24,3.3796,3.3951,3.4568,3.341,3.4491,9244675,40781816,0.0694,2.0548,4.4114,0.1623,25460536057.08,N/A,25462227648.12,5695869364,0,5696247796,18.1804,1.1516,0.292,20.5993,
000825.SZ,Ì«¸Ö²»Ðâ,2011-10-25,3.4491,3.4336,3.5108,3.4105,3.4876,13720089,61645051,0.0386,1.1186,4.4931,0.2409,25745329525.28,N/A,25747040037.92,5695869364,0,5696247796,18.3837,1.1644,0.2953,20.8297,
000825.SZ,Ì«¸Ö²»Ðâ,2011-10-26,3.4876,3.4799,3.5339,3.4413,3.5108,14733740,66810514.7,0.0231,0.6637,4.5345,0.2587,25916205606.2,N/A,25917927471.8,5695869364,0,5696247796,18.5057,1.1722,0.2972,20.968,
000825.SZ,Ì«¸Ö²»Ðâ,2011-10-27,3.5108,3.5108,3.5648,3.4876,3.5108,12053852,55017090.6,0,0,4.5643,0.2116,25916205606.2,N/A,25917927471.8,5695869364,0,5696247796,18.5057,1.1722,0.2972,20.968,
000825.SZ,Ì«¸Ö²»Ðâ,2011-10-28,3.5108,3.5417,3.6188,3.5262,3.5571,14665519,67669961.3,0.0463,1.3187,4.6142,0.2575,26257957768.04,N/A,26259702339.56,5695869364,0,5696247796,18.7498,1.1876,0.3012,21.2445,
000825.SZ,Ì«¸Ö²»Ðâ,2011-10-31,3.5571,3.5571,3.588,3.5185,3.5262,11750709,53869691.7,-0.0309,-0.8677,4.5844,0.2063,26030122993.48,N/A,26031852427.72,5695869364,0,5696247796,15.9949,1.156,0.2985,21.0601,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-01,3.5262,3.5108,3.5494,3.4799,3.5185,9515274,43384879,-0.0077,-0.2188,4.5595,0.1671,25973164299.84,N/A,25974889949.76,5695869364,0,5696247796,15.9599,1.1535,0.2979,21.0141,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-02,3.5185,3.4722,3.5571,3.4491,3.5571,13873775,62881927.6,0.0386,1.0965,4.5324,0.2436,26257957768.04,N/A,26259702339.56,5695869364,0,5696247796,16.1349,1.1661,0.3012,21.2445,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-03,3.5571,3.5725,3.6034,3.5417,3.5725,21084340,97873222.1,0.0154,0.4338,4.642,0.3702,26371875155.32,N/A,26373627295.48,5695869364,0,5696247796,16.2049,1.1712,0.3025,21.3366,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-04,3.5725,3.588,3.6111,3.5648,3.5957,14915201,69361042.2,0.0231,0.6479,4.6504,0.2619,26542751236.24,N/A,26544514729.36,5695869364,0,5696247796,16.3099,1.1788,0.3044,21.4749,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-07,3.5957,3.5957,3.6497,3.5802,3.6034,16353265,76661847.8,0.0077,0.2146,4.6879,0.2871,26599709929.88,N/A,26601477207.32,5695869364,0,5696247796,16.3449,1.1813,0.3051,21.521,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-08,3.6034,3.6342,3.642,3.5417,3.5494,13449571,62374034.4,-0.054,-1.4989,4.6376,0.2361,26200999074.4,N/A,26202739861.6,5695869364,0,5696247796,16.0999,1.1636,0.3005,21.1984,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-09,3.5494,3.5725,3.5802,3.5185,3.5494,10335916,47560514.9,0,0,4.6015,0.1815,26200999074.4,N/A,26202739861.6,5695869364,0,5696247796,16.0999,1.1636,0.3005,21.1984,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-10,3.5494,3.5262,3.6188,3.5108,3.5262,17286743,79974628.8,-0.0231,-0.6522,4.6264,0.3035,26030122993.48,N/A,26031852427.72,5695869364,0,5696247796,15.9949,1.156,0.2985,21.0601,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-11,3.5262,3.5571,3.5648,3.5108,3.5185,8564886,39246289.6,-0.0077,-0.2188,4.5822,0.1504,25973164299.84,N/A,25974889949.76,5695869364,0,5696247796,15.9599,1.1535,0.2979,21.0141,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-14,3.5185,3.5417,3.5802,3.5185,3.5571,12030971,55449426.6,0.0386,1.0965,4.6089,0.2112,26257957768.04,N/A,26259702339.56,5695869364,0,5696247796,16.1349,1.1661,0.3012,21.2445,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-15,3.5571,3.5571,3.5571,3.5571,3.5571,N/A,N/A,0,0,N/A,N/A,26257957768.04,N/A,26259702339.56,5695869364,0,5696247796,16.1349,1.1661,0.3012,21.2445,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-16,3.5571,3.5494,3.5802,3.4491,3.4645,13866191,63064028.1,-0.0926,-2.603,4.548,0.2434,25574453444.36,N/A,25576152604.04,5695869364,0,5696247796,15.7149,1.1358,0.2933,20.6915,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-17,3.4645,3.4722,3.4876,3.4413,3.4568,8605574,38573552.3,-0.0077,-0.2227,4.4824,0.1511,25517494750.72,N/A,25519190126.08,5695869364,0,5696247796,15.6799,1.1332,0.2927,20.6454,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-18,3.4568,3.4336,3.4491,3.3796,3.3796,9488165,41948556.7,-0.0772,-2.2321,4.4211,0.1666,24947907814.32,N/A,24949565346.48,5695869364,0,5696247796,15.3299,1.1079,0.2861,20.1846,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-21,3.3796,3.4182,3.4182,3.3719,3.3951,5724377,25134436.1,0.0154,0.4566,4.3908,0.1005,25061825201.6,N/A,25063490302.4,5695869364,0,5696247796,15.3999,1.113,0.2874,20.2767,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-22,3.3951,3.3951,3.4028,3.3642,3.3873,6227789,27300702.1,-0.0077,-0.2273,4.3837,0.1093,25004866507.96,N/A,25006527824.44,5695869364,0,5696247796,15.3649,1.1105,0.2868,20.2306,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-23,3.3873,3.3951,3.3951,3.3565,3.3642,6151853,26885157.5,-0.0231,-0.6834,4.3703,0.108,24833990427.04,N/A,24835640390.56,5695869364,0,5696247796,15.2599,1.1029,0.2848,20.0924,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-24,3.3642,3.3488,3.3719,3.3256,3.3642,6834399,29653391.3,0,0,4.3388,0.12,24833990427.04,N/A,24835640390.56,5695869364,0,5696247796,15.2599,1.1029,0.2848,20.0924,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-25,3.3642,3.3565,3.3719,3.3333,3.3333,4487087,19478783,-0.0309,-0.9174,4.3411,0.0788,24606155652.48,N/A,24607790478.72,5695869364,0,5696247796,15.1199,1.0928,0.2822,19.9081,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-28,3.3333,3.3333,3.3642,3.3256,3.341,4597542,19932114.4,0.0077,0.2315,4.3354,0.0807,24663114346.12,N/A,24664752956.68,5695869364,0,5696247796,15.1549,1.0953,0.2829,19.9541,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-29,3.341,3.3796,3.3796,3.341,3.3565,5732926,24936570.2,0.0154,0.4619,4.3497,0.1007,24777031733.4,N/A,24778677912.6,5695869364,0,5696247796,15.2249,1.1003,0.2842,20.0463,
000825.SZ,Ì«¸Ö²»Ðâ,2011-11-30,3.3565,3.3565,3.3642,3.2099,3.2176,11516179,48875232.5,-0.1389,-4.1379,4.244,0.2022,23751775247.88,N/A,23753353309.32,5695869364,0,5696247796,14.5949,1.0548,0.2724,19.2168,
000825.SZ,Ì«¸Ö²»Ðâ,2011-12-01,3.2176,3.287,3.3333,3.2253,3.2793,11886138,50607268.2,0.0617,1.9185,4.2577,0.2087,24207444797,N/A,24209053133,5695869364,0,5696247796,14.8749,1.075,0.2776,19.5855,
000825.SZ,Ì«¸Ö²»Ðâ,2011-12-02,3.2793,3.2562,3.2716,3.2176,3.2407,5663547,23780253.1,-0.0386,-1.1765,4.1988,0.0994,23922651328.8,N/A,23924240743.2,5695869364,0,5696247796,14.6999,1.0624,0.2744,19.3551,
